Lead score,Company Name,CompanyDomain,Trading name,Tags,Street,Postal code,City,Province,Distance,Country,Employees,Employees in group,Branch,Branch code national,Branch name national,Branch code international,Branch name international,Reg no.,Legal entity,Founded,VAT,URL,Phone number,Pages,First visit,Last visit,Sessions,Days,Duration,Comments,Twitter,Facebook,LinkedIn,Youtube,Pinterest,Instagram,GitHub,Dribbble,Xing,Whatsapp,Vimeo,Sales volume,Email address,Link to inbox,stripped_domain
0.55,Stockton Hotels Company Ltd,stockton.gov.uk,,"Hot, Meer dan 6 pagina's bezocht, MS Places",Dunedin House,TS176BJ,Stockton-On-Tees,Stockton-On-Tees,500km,GB,820,3,Hotels and Motels,55100,,7011,Hotels and Motels,10525068,Corporation,2016,10525068,https://www.stockton.gov.uk,"4,41642E+16",3,5/17/2026 14:04,5/17/2026 14:07,1,1,95,,,https://www.facebook.com/stocktoncouncil,https://www.linkedin.com/company/stocktoncouncil/,https://www.youtube.com/user/Stocktoncouncil,,https://www.instagram.com/stocktoncouncil,,,,,,£ 965.095,foiandcomplaints@stockton.gov.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/6207415,stockton
0.75,Gemeente Leidschendam-Voorburg,lv.nl,Gemeentehuis Leidschendam-Voorburg,"Hot, Meer dan 6 pagina's bezocht, Desk Booking pagina, Contact",Raadhuisplein 1,2264BP,Leidschendam,Zuid-Holland,33km,NL,808,475,Government Administration,84121,"Public administration in the field of health care, education, cultural services and social services (no social",9431,Administration of Public Health Programs,27370940,Local Government Body,1938,,https://www.lv.nl,31703009000,3,2026-08-05 12:02:00,2026-08-05 12:12:00,1,1,55,,,https://www.facebook.com/GemeenteLV,https://www.linkedin.com/company/gemeentelv/,,,https://www.instagram.com/gemeentelv,,,,,,1220750,info@lv.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/26022,lv
0.05,Z S L Whipsnade Zoo,whipsnadezoo.org,,,Whipsnade,LU62LF,Dunstable,Central Bedfordshire,358km,GB,800,800,Zoos and Botanical Gardens,91040,,8422,Arboreta and Botanical or Zoological Gardens,,,2016,,https://merlinfarmcamping.com,"4,43442E+16",1,2026-07-05 11:35:00,2026-07-05 11:35:00,1,1,5,,https://twitter.com/officialzsl/,https://www.facebook.com/officialzsl,https://www.linkedin.com/company/zoological-society-of-london/,https://www.youtube.com/user/ZSLvideo/,,https://www.instagram.com/officialzsl,,,,,,£ 18.313.840,info@zsl.org,https://portal.leadinfo.com/inbox/custom-20260326-20260520/472607413,whipsnadezoo
0%,Lungarno Alberghi Srl,lungarnocollection.com,,,Vicolo Dell'Oro 3,50123,Firenze,Tuscany,1023km,IT,799,0,Hospitality,561111,,5812,Eating Places,4685810485,,1995,IT04685810485,http://lungarnocollection.com,"3,90553E+17",1,2026-07-05 15:36:00,2026-07-05 15:43:00,1,1,25,,,https://www.facebook.com/LungarnoCollection,https://www.linkedin.com/company/lungarno-collection/,,,https://www.instagram.com/portraitcollectionofficial,,,,,,,privacy@lungarnocollection.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/131361278,lungarnocollection
0.35,Manufacture Francaise des Pneumatiques Michelin,michelin.com,,,Ctre D'Essais et de Recherche,63118,Cebazat,Puy-De-Dôme,678km,FR,795,2000,Research Services,7219Z,,8731,Commercial Physical and Biological Research,855200507,,1900,FR85520050700462,https://www.michelin.com,33473322000,2,2026-08-04 12:50:00,2026-09-04 11:27:00,2,2,10,,,https://www.facebook.com/MichelinFrance,https://www.linkedin.com/company/4101/,,,https://www.instagram.com/michelin,,,,,,,solenne.attias-lemercier@michelin.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/461751999,michelin
0.75,Acea Produzione Spa,acea.it,,"Hot, Meer dan 6 pagina's bezocht",Piazzale Ostiense 2,154,Roma,Lazio,1256km,IT,794,265,Utilities,351,,4911,Electric Services,11381121000,Corporation,2011,IT11381121000,https://www.acea.it,390657991,9,3/30/2026 18:04,5/18/2026 7:56,9,8,45,,,https://www.facebook.com/AceaGruppo,https://www.linkedin.com/company/acea-spa/,https://www.youtube.com/channel/UCpQcqxYici8AXu6-JJJ1-Ow/featured,,https://www.instagram.com/aceagruppo/?hl=it,,,,,,€84.345.184,info@aceaspa.it,https://portal.leadinfo.com/inbox/custom-20260326-20260520/127058571,acea
0.05,Cibc Bank USA,cibc.com,"Privatebank, The",,120 S la Salle st FL 2,60603,Chicago,Illinois,6624km,US,788,2479,Financial Services,522110,,6022,State Commercial Banks,,Corporation,2017,,https://www.cibc.com,18002362442,1,4/14/2026 19:30,4/14/2026 19:36,1,1,65,,,https://www.facebook.com/CIBC,https://www.linkedin.com/company/cibc_us/,https://www.youtube.com/user/CIBCVideos,,,,,,,,$ 3.677.445.000,client.care@cibc.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/465247092,cibc
0.7,"Harry & David Operations, Inc.",harryanddavid.com,Harry & David,"Hot, Meer dan 6 pagina's bezocht",2500 S Pacific Hwy,97501,Medford,West Virginia,8391km,US,786,1221,Food and Beverage Services,459420,,5961,Catalog and Mail-Order Houses,2144835,Corporation,1987,,https://www.harryanddavid.com,15418642121,2,4/23/2026 8:56,2026-12-05 0:52:00,2,2,10,,https://twitter.com/harryanddavid/,https://www.facebook.com/harryanddavid/,https://www.linkedin.com/company/harry-&-david/,,https://www.pinterest.com/harryanddavid/,https://www.instagram.com/harryanddavid/,,,,,,$ 40.635.192,execsvc@harryanddavid.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/213239086,harryanddavid
0%,"James R. Glidewell, Dental Ceramics, Inc.",glidewelldental.com,Glidewell Laboratories,,4141 Macarthur Blvd,92660,Newport Beach,Vermont,8988km,US,785,4300,Medical Equipment Manufacturing,339116,,8072,Dental Laboratories,,Corporation,1969,,https://glidewelldental.com,18008547256,1,2026-08-05 6:19:00,2026-08-05 6:24:00,1,1,25,,,https://www.facebook.com/glidewelldental,https://www.linkedin.com/company/prismatik-dentalcraft-inc./,https://www.youtube.com/user/glidewelldental,,https://www.instagram.com/glidewelldental,,,,,,$ 460.814.792,privacy@glidewelldental.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/459915465,glidewelldental
0.05,MeDialoog,student.hu.nl,,Hot,Loevenhoutsedijk 48,3552XE,Utrecht,Utrecht,41km,NL,778,1,Strategic Management Services,82100,Combined office administrative services and specialised office support,8741,Management Services,82283060,Proprietorship,2021,,https://student.hu.nl,,1,2026-07-05 9:36:00,2026-07-05 9:36:00,1,1,5,,,,,,,,,,,,,€33.313,ise.baro@student.hu.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/331081274,student
0.05,Ecclesiastical Planning Services Limited,ecclesiastical.com,Ecclesiastical Planning Services,"Hot, Meer dan 6 pagina's bezocht",Benefact House,GL34AW,Gloucester,Gloucestershire,470km,GB,772,9,Insurance,94110,,8611,Business Associations,2644860,Corporation,1991,2644860,https://www.ecclesiastical.com,"4,43458E+16",2,4/24/2026 16:17,5/19/2026 12:13,2,2,20,,,https://www.facebook.com/Ecclesiastical,https://www.linkedin.com/company/ecclesiastical-insurance-uk/,,,,,,,,,£ 6.928.000,information@ecclesiastical.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/5713962,ecclesiastical
0.55,Eviny Fiber AS,eviny.no,Bkk Bredband,"Hot, Meer dan 6 pagina's bezocht, MS Places",Solheimsgaten 5,5058,Bergen,Vestland Fylke,949km,NO,771,56,Telecommunications,61100,,4813,"Telephone Communications, Except Radiotelephone",982770297,Corporation,2000,,https://www.eviny.no,4755570000,5,2026-09-04 9:58:00,2026-09-04 10:41:00,2,1,225,,,https://www.facebook.com/eviny.konsern,https://www.linkedin.com/company/eviny/,,,http://www.instagram.com/eviny.no,,,,,,kr 301.727.000,hei@eviny.no,https://portal.leadinfo.com/inbox/custom-20260326-20260520/23255818,eviny
0.1,Mortgage Advice Bureau Limited,mortgageadvicebureau.com,Rettie Financial Services,MS Places,Capital House,DE248QR,Derby,Derby,432km,GB,769,362,Financial Services,64999,,6159,Miscellaneous business Credit Institutions,3368205,Corporation,1997,3368205,https://www.mortgageadvicebureau.com,"4,43303E+16",2,4/16/2026 12:00,4/21/2026 18:36,2,2,10,,,https://www.facebook.com/MortgageAdviceBureauUK,https://www.linkedin.com/company/mabgmf/,,,https://www.instagram.com/mortgageadvicebureau,,,,,,£ 118.571.000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/6532423,mortgageadvicebureau
0%,Empresasadoc,empresasadoc.com,,,,,Soyapango,,9072km,SV,768,,Retail,,,,,,,,,https://www.empresasadoc.com,,1,4/23/2026 4:11,4/23/2026 4:11,1,1,5,,,https://www.facebook.com/Empresas-ADOC-1639286032977764,https://www.linkedin.com/company/empresas-adoc,,,,,,,,,,adoc.comunicaciones@empresasadoc.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/316150618,empresasadoc
0.75,Telecom Italia Spa,gruppotim.it,Tim Spa,"Hot, Meer dan 6 pagina's bezocht",Via Gaetano Negri 1,20123,Milano,Lombardy,783km,IT,764,17946,Telecommunications,61,,4813,"Telephone Communications, Except Radiotelephone",488410010,Corporation,1908,IT00488410010,https://www.gruppotim.it,391257751,1,2026-06-05 8:06:00,2026-06-05 8:31:00,1,1,75,,https://twitter.com/tim_official/,https://www.it-it.facebook.com/TimOfficialPage,https://www.linkedin.com/company/telecom-italia-lab/,https://www.youtube.com/user/impresasemplice,,https://www.instagram.com/timofficial,,,https://www.xing.com/pages/tristaraustriagmbh,,,14442000000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/126296041,gruppotim
0.75,Provincie Drenthe,oddrenthe.nl,,"Hot, Meer dan 6 pagina's bezocht",Westerbrink 1,9405BJ,Assen,Drenthe,179km,NL,746,225,Government Relations Services,84110,General public administration,9199,"General Government, Not Elsewhere Classified",1179514,Local Government Body,2014,,https://oddrenthe.nl,31880508888,10,4/13/2026 9:48,5/19/2026 8:03,6,5,80,,,https://www.facebook.com/oerdrenthe,https://www.linkedin.com/company/omgevingsdienst-drenthe/,,,https://www.instagram.com/oerdrenthe,,,,,,24850201,info@drenthe.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/67251442,oddrenthe
0.05,Wood Group Norway AS,woodplc.com,,MS Places,Fokserodveien 12,3241,Sandefjord,Vestfold OG Telemark Fylke,885km,NO,745,772,"Oil, Gas, and Mining",9109,,1389,"Oil and Gas Field Services, Not Elsewhere Classified",976802357,Corporation,1996,,https://www.woodplc.com,4733446600,1,4/15/2026 10:17,4/15/2026 10:17,1,1,25,,,https://www.facebook.com/Woodplc,https://www.linkedin.com/company/woodplc/,https://www.youtube.com/channel/UCU68H7jV2nD-9s6BphjXzcA,,https://www.instagram.com/wood_plc,,,,,,kr 2.138.065.000,privacy@woodplc.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/23110947,woodplc
0.25,"Eastdil Secured, L.L.C.",eastdilsecured.com,,Meer dan 6 pagina's bezocht,444 W Lake st Ste 4450,60606,Chicago,Illinois,6624km,US,743,20,Investment Banking,,,6531,Real Estate Agents and Managers,,,1967,,https://www.eastdilsecured.com,13126019000,13,5/13/2026 16:05,5/13/2026 16:12,1,1,435,,,,https://www.linkedin.com/company/eastdil-secured/,,,https://www.instagram.com/eastdilsecured/?hl=en,,,,,,,webmaster@eastdilsecured.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/215669149,eastdilsecured
0.05,Southend Business Services Limited,southend.gov.uk,,,Civic Centre,SS26ER,Southend-On-Sea,Southend-On-Sea,275km,GB,740,5,Individual and Family Services,88990,,8322,Individual and Family Social Services,8291007,Corporation,2012,8291007,https://www.southend.gov.uk,"4,41702E+16",1,2026-08-05 18:00:00,2026-08-05 18:01:00,1,1,55,,https://twitter.com/southendbc/,https://www.facebook.com/southendmuseums,https://www.linkedin.com/company/southend-city-council/,,,https://www.instagram.com/southendcityc,,,,,,£ 494.604,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/5980600,southend
0.3,Colliers International France,colliers.com,,Hot,41 Rue Louise Michel,92300,Levallois-Perret,Hauts-De-Seine,370km,FR,737,266,Business Consulting and Services,7022Z,,8742,Management Consulting Services,344443296,Corporation,1988,FR34444329600050,https://www.colliers.com,33173012100,1,2026-12-05 18:00:00,2026-12-05 18:00:00,1,1,5,,,https://www.facebook.com/colliersvienna,https://www.linkedin.com/company/colliers/life/nordics/,https://www.youtube.com/user/ColliersIntl,,https://www.instagram.com/colliersinternational,,,,,,€91.176.693,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/52135032,colliers
0%,Emirates Airline Limited,emirates.com,,,Gloucester Park 95 Cromwell Road,SW74DL,London,Greater London,339km,GB,735,0,Government Administration,99999,,9999,Nonclassifiable Establishments,5761094,Corporation,1995,5761094,https://emirates.com,"4,42078E+16",2,2026-08-05 0:55:00,2026-08-05 0:58:00,1,1,110,,,,https://www.linkedin.com/company/emirates/,,,,,,,,,,info@emirates.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/462877559,emirates
0.05,Centraal Justitieel Incassobureau,cjib.nl,,,Tesselschadestraat 55,8913HA,Leeuwarden,Friesland,168km,NL,733,6,Government Administration,84110,General public administration,9199,"General Government, Not Elsewhere Classified",1176224,Local Government Body,1994,,https://www.cjib.nl,31582159555,1,2026-09-04 11:52:00,2026-09-04 11:57:00,1,1,95,,,https://www.twitter.com/share?url=https://www.www.cjib.nl/nieuws/cjib-past-dienstverlening-op-facebook-en-twitter-aan,https://www.linkedin.com/company/cjib/,,,,,,,,,€662.672,info@cjib.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/67248821,cjib
0%,,doe.nj.gov,,,,,,,,,729,,,,,,,,,,,https://doe.nj.gov,,1,4/15/2026 18:33,4/15/2026 18:33,1,1,5,,,,,,,,,,,,,,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/467074760,doe
0.25,CP Resorts Exploitation France,adagio-city.com,,"Hot, Meer dan 6 pagina's bezocht",L'Artois-Espace Pont de Flandre,75019,Paris 19,Saint-Denis,366km,FR,721,1131,Hospitality,5520Z,,7011,Hotels and Motels,884632290,Corporation,2020,FR88463229000018,https://www.adagio-city.com,33155263200,8,2026-09-04 14:17:00,2026-10-04 11:17:00,3,2,710,,https://www.twitter.com/GroupePVCP,https://www.facebook.com/AparthotelsAdagio,https://www.linkedin.com/company/aparthotels-adagio/,https://www.youtube.com/user/AdagioAparthotels,,https://www.instagram.com/pierreetvacances,,,https://www.xing.com/pages/tristaraustriagmbh,,,€272.592.111,info@adagio-city.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/136512971,adagio-city
0%,Dallara Group Srl,dallara.it,,,Via Provinciale Snc,43040,Varano De' Melegari,Emilia-Romagna,890km,IT,709,0,Motor Vehicle Manufacturing,9121,,8412,Museums and Art Galleries,2838810345,,1972,IT02838810345,https://www.dallara.it,"3,90521E+16",1,2026-09-04 8:11:00,2026-09-04 8:11:00,1,1,5,,,https://www.facebook.com/DallaraGroup,https://www.linkedin.com/company/dallara-automobili/,https://www.youtube.com/user/DallaraGroup,,https://www.instagram.com/dallaragroup,,,,,,,info@dallara.it,https://portal.leadinfo.com/inbox/custom-20260326-20260520/463984814,dallara
0%,Nva Holdings Inc & Subs,nva.com,,,1 Baxter Way,91362,Westlake Village,California,8987km,US,704,0,Veterinary Services,,,6719,"Offices of Holding Companies, Not Elsewhere Classified",,,2010,,https://www.nva.com,18057777722,2,2026-05-05 17:39:00,2026-05-05 17:40:00,1,1,60,,,https://www.facebook.com/NationalVeterinaryAssociates,https://www.linkedin.com/company/nva-general-practice/,https://www.youtube.com/channel/UCYGwYEEIsSW0_vX9Hc5IjWQ,,https://www.instagram.com/nvapets,,,,,,,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/189055345,nva
0.05,Stichting Interconfessionele Stichting Gezondheidszorg Rivierenland,ziekenhuisrivierenland.nl,Ziekenhuis Rivierenland,,President Kennedylaan 1,4002WP,Tiel,Gelderland,51km,NL,702,1050,Hospitals and Health Care,86102,General hospitals,8062,General Medical and Surgical Hospitals,41059294,Non Profit Organization,1975,,https://www.ziekenhuisrivierenland.nl,31344674911,1,4/14/2026 11:38,4/14/2026 11:39,1,1,55,,,https://www.facebook.com/ZiekenhuisRivierenland,https://www.linkedin.com/company/ziekenhuis-rivierenland/,https://www.youtube.com/c/ZiekenhuisRivierenlandTiel,,https://www.instagram.com/ziekenhuis_rivierenland,,,,,,€180.851.020,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/15335,ziekenhuisrivierenland
0.25,Act Economic Development,act.gov.au,National Arboretum Canberra,linkedin,L 5 220 London Cct,2601,Canberra,Australian Capital Territory,,AU,700,700,Executive Offices,,,9111,Executive Offices,72397293490,Government Body,2011,,https://act.gov.au,61262075111,1,2026-07-04 7:06:00,2026-07-04 7:06:00,1,1,5,,https://twitter.com/acthealth/,https://www.facebook.com/ACTGov,https://www.linkedin.com/company/act-government/,http://www.youtube.com/user/actgovernment,,https://www.instagram.com/wearecbr,,,,,,$ 9.458.476,hps@act.gov.au,https://portal.leadinfo.com/inbox/custom-20260326-20260520/119094989,act
0.3,Southampton Solent University,solent.ac.uk,,Hot,East Park Terrace,SO140YN,Southampton,Southampton,434km,GB,699,921,Higher Education,85421,,8221,"Colleges, Universities, and Professional Schools",,Non Profit Organization,1988,,https://www.solent.ac.uk,"4,42382E+16",6,4/16/2026 15:43,2026-07-05 16:55:00,3,3,120,,,https://www.facebook.com/solentuniversity,https://www.linkedin.com/company/solent-university-criminology/,https://www.youtube.com/user/SolentUniOfficial,,https://www.instagram.com/solentuniversity,,,,,,£ 103.402.000,admissions@solent.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/461531506,solent
0.75,Extron Electronics,extron.com,,"Hot, Meer dan 6 pagina's bezocht",2500 N Raleigh Blvd,27604,Raleigh,North Carolina,6532km,US,696,6,"Appliances, Electrical, and Electronics Manufacturing",561110,,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",,Corporation,2019,,https://www.extron.com,19198501000,2,2026-07-04 23:18:00,2026-07-04 23:28:00,1,1,40,,,,https://www.linkedin.com/company/extron-/,,,,,,,,,$ 9.849.363,sales@extron.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/449069230,extron
0.05,Gemeente Súdwest-Fryslan,sudwestfryslan.nl,,"Hot, Meer dan 6 pagina's bezocht",Marktstraat 15,8601CR,Sneek,Friesland,148km,NL,675,400,Public Policy Offices,84110,General public administration,9199,"General Government, Not Elsewhere Classified",51791811,Local Government Body,2011,,https://sudwestfryslan.nl,31515489000,7,3/31/2026 11:14,2026-01-04 14:24:00,2,2,145,,,https://www.facebook.com/gemeenteswf,https://www.linkedin.com/company/gemeente-sudwest-fryslan/,,,https://www.instagram.com/sudwestfryslan,,,,,,662672,info@sudwestfryslan.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/90305,sudwestfryslan
0.05,Quality B.V.,quality.nl,Quality,,Barbizonlaan 45,2908ME,Capelle aan den IJssel,Zuid-Holland,14km,NL,665,12,IT Services and IT Consulting,70202,Management and business consultancy,8732,"Commercial Economic, Sociological, and Educational Research",54945518,Corporation,2022,,https://www.quality.nl,31107142531,2,2026-03-04 14:09:00,2026-03-04 14:10:00,2,1,90,,,https://www.facebook.com/Quality010,https://www.linkedin.com/company/qualitybv/,https://www.youtube.com/channel/UCUGB30GOwv5UeocnCMRSY3w/featured,,https://www.instagram.com/quality_nl,,,,,,131932,info@quality.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/432828,quality
0%,"City Wide Maintenance Co., Inc.",gocitywide.com,City Wide Maintenance,,15230 W 105Th Ter,66219,Lenexa,Georgia,7278km,US,654,147,Facilities Services,561110,,7349,"Building Cleaning and Maintenance Services, Not Elsewhere",115766,Corporation,1959,,https://gocitywide.com,19138885700,1,2026-08-04 18:09:00,2026-08-04 18:11:00,1,1,95,,https://twitter.com/cwmaintenance/,https://www.facebook.com/citywidemaintenance/,https://www.linkedin.com/company/city-wide-facility-solutions/,https://www.youtube.com/user/CWMaintenance/,,,,,,,,$ 17.944.289,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/184667577,gocitywide
0%,M P C (Barnsley),barnsley.gov.uk,Mobile Phone Centre,MS Places,134 Doncaster Road,S701TS,Barnsley,"Barnsley, South Yorkshire",455km,GB,650,4,Public Policy Offices,47789,,5999,"Miscellaneous Retail Stores, Not Elsewhere Classified",,Proprietorship,1994,,https://www.barnsley.gov.uk,"4,41227E+16",1,2026-01-04 13:13:00,2026-01-04 13:13:00,1,1,5,,,https://www.facebook.com/BarnsleyCouncil,https://www.linkedin.com/company/barnsley-mbc/,https://www.youtube.com/user/barnsleymbc,,https://www.instagram.com/barnsleycouncilofficial,,,,,,£ 169.723,informationrequests@barnsley.gov.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/135130749,barnsley
0.35,Ibl Istituto Bancario Del Lavoro Spa,iblbanca.it,Ibl Banca,Hot,Via XX Settembre 30,187,Roma,Lazio,1254km,IT,643,732,Banking,64191,,6021,National Commercial Banks,897081006,Corporation,1927,IT00897081006,https://www.iblbanca.it,3951421211,5,4/30/2026 17:14,2026-04-05 18:46:00,5,2,435,,,https://www.facebook.com/GruppoIBLBanca,https://www.linkedin.com/company/ibl-istituto-bancario-del-lavoro/,https://www.youtube.com/user/GruppoIBLBanca,,https://www.instagram.com/ibl_banca,,,,,,107845390,info@iblbanca.it,https://portal.leadinfo.com/inbox/custom-20260326-20260520/127038766,iblbanca
0.1,Universitair Medisch Centrum Utrecht,umcutrecht.nl,A.A. Hijmans van den Berghgebouw,"Hot, Meer dan 6 pagina's bezocht",Heidelberglaan 100,3584CX,Utrecht,Utrecht,44km,NL,642,9493,Hospitals,86101,University hospitals,8062,General Medical and Surgical Hospitals,30244197,Local Government Body,2000,,https://www.umcutrecht.nl,31887555555,2,2026-02-04 17:01:00,2026-07-04 8:48:00,2,2,60,,,https://www.facebook.com/UMCUtrecht,https://www.linkedin.com/company/umc-utrecht/,,,https://www.instagram.com/umcutrecht,,,,,,1424508000,info@umcutrecht.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/26914,umcutrecht
0.05,Knowsley Metropolitan Borough Council,knowsley.gov.uk,St Andrew the Apostle Catholic Primary School,,Municipal Buildings,L369UX,Liverpool,"Knowsley, Merseyside",536km,GB,641,7500,Government Administration,84110,,9199,"General Government, Not Elsewhere Classified",,,1974,,https://www.knowsley.gov.uk,"4,48456E+16",1,3/31/2026 15:38,3/31/2026 15:39,1,1,65,,https://twitter.com/knowsleycouncil/,https://www.facebook.com/knowsley.council,https://www.linkedin.com/company/knowsley-council/,,https://www.pinterest.com/knowsleycouncil,https://www.instagram.com/knowsleycouncil,,,,,,£ 169.142.905,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/133175319,knowsley
0%,Edm DQ B.V.,edm.nl,,,Zonnebaan 9,3542EA,Utrecht,Utrecht,39km,NL,625,5,IT Services and IT Consulting,62100,Support activities in the field of information technology,7371,Computer Programming Services,83248099,Corporation,2025,,https://www.edm.nl,31888357071,1,5/20/2026 3:09,5/20/2026 3:09,1,1,5,,,,https://www.linkedin.com/company/edm/,,,,,,,,,€529.767,mail@edm.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/335629044,edm
0.45,Home Shopping Europe GmbH,hse.de,Hse24,"Hot, Meer dan 6 pagina's bezocht",Munchener str. 101H,85737,Ismaning,Bayern,642km,DE,623,554,Online and Mail Order Retail,396,"Books, Audio Media And Newspapers, Retailers",5961,Catalog and Mail-Order Houses,HRB 159494,Corporation,2005,DE255554393,https://www.hse.de,4989960600,4,4/29/2026 9:01,4/29/2026 9:03,1,1,160,,,https://www.facebook.com/hse.de,https://www.linkedin.com/company/hsehello/,https://www.youtube.com/c/hseDE,,https://www.instagram.com/hse.de,,,,,,374159000,service@hse.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/20414652,hse
0.75,Timing Personeelsdiensten B.V.,timing.nl,Timing,"Hot, Meer dan 6 pagina's bezocht",Deventerstraat 15 2,7311BH,Apeldoorn,Gelderland,97km,NL,620,776,Staffing and Recruiting,78201,Temporary employment agencies,7361,Employment Agencies,10024949,Corporation,2022,,https://www.timing.nl,31555805800,1,4/16/2026 16:05,4/16/2026 16:06,1,1,45,,,https://www.facebook.com/TimingNederland,https://www.linkedin.com/company/timing/,,,https://www.instagram.com/werkenbijtiming,,,,,,638576000,info@timing.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/1072561,timing
0.75,BNG Bank N.V.,bngbank.nl,BNG Advies,"Hot, Meer dan 6 pagina's bezocht, Contact, MS Places",Bordewijklaan 18,2591XR,s-Gravenhage,Zuid-Holland,34km,NL,616,480,Banking,64194,General banks,6021,National Commercial Banks,27008387,Corporation,1914,,https://www.bngbank.nl,31703750555,6,2026-01-04 9:49:00,2026-02-04 10:02:00,3,2,250,,,,https://www.linkedin.com/company/bngbank/,http://www.youtube.com/channel/UCpZMwdbZP2SgynKyGFgRieA?sub_confirmation=1,,,,,,,,552000000,info@bngbank.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/11710,bngbank
0.3,Stichting Er op Uit,ns.nl,,"Hot, Meer dan 6 pagina's bezocht",Mepperstraat 38,7855PK,Meppen,Drenthe,172km,NL,610,4,Rail Transportation,79120,Tour operators,4725,Tour Operators,1123273,Non Profit Organization,2007,NL809507572B01,https://www.ns.nl,31302357070,6,4/29/2026 15:15,4/29/2026 18:33,2,1,320,,,https://www.facebook.com/nederlandsespoorwegen,https://www.linkedin.com/company/nederlandsespoorwegen/,https://www.youtube.com/user/NS,,https://www.instagram.com/ns_online/?hl=nl,,,,,,€10.000,info@ns.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/463663115,ns
0.05,Comite Entreprise Sanef,sanef.com,,,Echangeur Autoroute A1,60300,Senlis,Oise,329km,FR,600,1,Professional Organizations,9420Z,,8631,Labor Unions and Similar Labor Organizations,313759680,Cooperative,1978,FR31375968000017,https://www.sanef.com,33970808709,1,2026-08-04 14:14:00,2026-08-04 14:14:00,1,1,15,,,,https://www.linkedin.com/company/sanef/,,,,,,,,,239861,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/51013574,sanef
0.05,Cliniques de l'Europe - Europa Ziekenhuizen,cliniquesdeleurope.be,Europa Ziekhuizen VZW  Sint Elisabeth,,De Frelaan 206,1180,Brussel,Brussel Hoofdstad,118km,BE,590,1582,Hospitals and Health Care,86101,Hospital activities,8062,General Medical and Surgical Hospitals,432011571,Non Profit Organization,1986,BE0432011571,https://www.cliniquesdeleurope.be,3226142000,2,2026-11-05 11:33:00,2026-11-05 11:33:00,1,1,20,,,https://www.facebook.com/europehospitals,https://www.linkedin.com/company/cliniques-de-l-europe/,https://www.youtube.com/user/BelfiusBe/videos,,https://www.instagram.com/belfiusartcollection,,,,,,287026702,info@cliniquesdeleurope.be,https://portal.leadinfo.com/inbox/custom-20260326-20260520/79067806,cliniquesdeleurope
0.05,Rtx Corporation,rtx.com,,,1101 Pennsylvania Ave NW FL 10,20004,Washington,District Of Columbia,6196km,US,580,50000,Aviation and Aerospace Component Manufacturing,,,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments",,,,,https://www.rtx.com,12023367400,3,4/28/2026 1:17,4/28/2026 1:18,1,1,35,,https://twitter.com/raytheontech/,https://www.facebook.com/rtxcorporation,https://www.linkedin.com/company/rtx/,https://www.youtube.com/channel/UC4MbQECdktvwewRlAFwT_-w,,https://www.instagram.com/rtxcorporation,,,https://www.xing.com/pages/tristaraustriagmbh,,,,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/209336734,rtx
